date,hour,event_type,description,program
2017-05-14,10:00,,Passation de pouvoir et cérémonie d'investiture,"[""Discours d'investiture du président de la République"", ""Cérémonie d'installation à l'Elysée""]"
2017-05-14,12:00,,Cérémonie à l'hôtel de Ville de Paris,"[""Cérémonie à l'hôtel de Ville de Paris""]"
2017-05-17,20:00,,"Dîner avec M. Donald Tusk, Président du Conseil européen",[]
2017-05-18,11:00,,Conseil des ministres,"['Conseil des ministres', 'Photo de famille du gouvernement']"
2017-05-18,14:30,,Conseil de défense,"['Conseil de défense', 'Conseil de défense']"
2017-05-21,20:00,,"Réception de M. Paolo GENTILONI, Président du Conseil des ministres de la République italienne","['Réception de M. Paolo GENTILONI, Président du Conseil des ministres de la République italienne', 'Déclaration conjointe avec M. Paolo GENTILONI, Président du Conseil des ministres de la République italienne']"
2017-05-23,09:00,,"Entretien avec M. Laurent BERGER, Secrétaire général de la CFDT","['Entretien avec M. Laurent BERGER, Secrétaire général de la CFDT']"
2017-05-23,10:00,,"Entretien avec M. Philippe MARTINEZ, Secrétaire général de la CGT","['Entretien avec M. Philippe MARTINEZ, Secrétaire général de la CGT']"
2017-05-23,11:00,,"Entretien avec M. Jean-Claude MAILLY, Secrétaire général de FO","['Entretien avec M. Jean-Claude MAILLY, Secrétaire général de FO']"
2017-05-23,12:00,,"Entretien avec M. Pierre GATTAZ, Président du MEDEF","['Entretien avec M. Pierre GATTAZ, Président du MEDEF']"
2017-05-23,14:30,,Déplacement à l'ambassade de Grande-Bretagne,"[""Déclaration à l'ambassade de Grande-Bretagne"", ""Déplacement à l'ambassade de Grande-Bretagne""]"
2017-05-23,15:00,,"Entretien avec M. François ASSELIN, Président de la CPME","['Entretien avec M. François ASSELIN, Président de la CPME']"
2017-05-23,16:00,,"Entretien avec M. Alain GRISET, Président de l’U2P","['Entretien avec M. Alain GRISET, Président de l’U2P']"
2017-05-23,17:00,,"Entretien avec M. François HOMMERIL, Président de la CFE-CGC","['Entretien avec M. François HOMMERIL, Président de la CFE-CGC']"
2017-05-23,18:00,,"Entretien avec M. Philippe LOUIS, Président de la CFTC","['Entretien avec M. Philippe LOUIS, Président de la CFTC']"
2017-05-24,08:30,,"Entretien avec M. Edouard PHILIPPE, Premier Ministre",[]
2017-05-24,09:00,,Conseil restreint de défense,[]
2017-05-24,10:00,,Conseil des Ministres,"['Ordre du jour du Conseil des ministres du mercredi 24 mai 2017', 'Conseil de défense', 'Compte-rendu du Conseil des ministres du mercredi 24 mai 2017']"
2017-05-25,Toute la journée,,"Sommet de l’Organisation du traité de l’Atlantique nord (OTAN). Bruxelles, Belgique","['Point presse conjoint avec M. Charles MICHEL, Premier ministre belge', 'Sommet de l’Organisation du traité de l’Atlantique nord (OTAN)', 'Conférence de presse avec M. Jean-Claude JUNKER, président de la Commission européenne']"
2017-05-26,Toute la journée,,"Sommet du G7. Taormina, Italie","['Entretien avec M. Justin TRUDEAU, Premier ministre canadien']"
2017-05-27,Toute la journée,,"Sommet du G7. Taormina, Italie",[]
2017-05-29,11:30,,"Entretien avec M. Patrick CALVAR, directeur général de la DGSI",[]
2017-05-29,12:00,,Entretien avec le Premier ministre,[]
2017-05-29,13:45,,"Visite de travail de M. Vladimir POUTINE, Président de la Fédération de Russie","['Visite de travail de M. Vladimir POUTINE, Président de la Fédération de Russie', 'Visite de travail de M. Vladimir POUTINE, Président de la Fédération de Russie']"
2017-05-30,09:00,,"Entretien avec M. Jean-Yves Le Drian, ministre de l’Europe et des Affaires étrangères",[]
2017-05-30,10:00,,"Entretien avec Mme Audrey AZOULAY, ancienne Ministre",[]
2017-05-30,11:00,,"Réunion de travail avec le Premier ministre et Mme Murielle PENICAUD, ministre du Travail",[]
2017-05-30,12:00,,"Réunion de travail avec MM. Bruno Le MAIRE, ministre de l’Economie et Gérald DARMANIN, ministre de l’Action et des Comptes publics",[]
2017-05-30,15:00,,"Entretien avec M. Pierre-René LEMAS, directeur général du groupe Caisse des dépôts",[]
2017-05-30,17:00,,"Entretien avec M. Philippe RICHERT, président des Régions de France et président de la région Grand Est",[]
2017-05-31,08:30,,Entretien avec le Premier ministre,[]
2017-05-31,09:00,,Conseil restreint de défense,['Conseil de défense']
2017-05-31,10:00,,Conseil des Ministres,"['Ordre du jour du Conseil des ministres du mercredi 31 mai 2017', 'Compte rendu du Conseil des ministres du mercredi 31 mai 2017']"
2017-05-31,15:00,,Déplacement en Loire-Atlantique et dans le Morbihan,"['Déplacement en Loire-Atlantique', 'Déplacement dans le Morbihan']"
2017-06-01,09:00,,Déplacement en Loire-Atlantique et dans le Morbihan,"['Déplacement en Loire-Atlantique', 'Déplacement dans le Morbihan']"
2017-06-02,10:00,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire",[]
2017-06-02,11:00,,"Entretien avec Mme Agnès BUZYN, ministre des Solidarités et de la Santé",[]
2017-06-02,12:00,,"Entretien avec M. Jean-Michel BLANQUER, ministre de l’Education nationale",[]
2017-06-02,15:55,,Déplacement au CNES,[]
2017-06-02,19:30,,"Entretien avec Michael BLOOMBERG, Envoyé Spécial des Nations-Unies pour les Villes et le Changement Climatique et Anne HIDALGO, Marie de Paris","['Entretien avec Michael BLOOMBERG, envoyé spécial des Nations-Unies pour les Villes et le Changement Climatique et Anne HIDALGO, Maire de Paris', ""Point presse à l'issue de l'entretien avec Michael BLOOMBERG, Envoyé Spécial des Nations-Unies pour les Villes et le Changement Climatique et Anne HIDALGO, Marie de Paris""]"
2017-06-03,12:30,,"Entretien, suivi d’un déjeuner de travail, avec M. Narendra MODI, Premier ministre de la République de l’Inde","['Entretien, suivi d’un déjeuner de travail, avec M. Narendra MODI, Premier ministre de la République de l’Inde', 'Déclaration conjointe avec M. Narendra MODI, Premier ministre de la République de l’Inde']"
2017-06-04,20:45,,Finale du top 14 (Stade de France),['Finale du top 14 (Stade de France)']
2017-06-05,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur",[]
2017-06-05,13:00,,Déjeuner de travail avec le Premier ministre,[]
2017-06-06,09:00,,"Entretien avec M. Jean-Yves Le DRIAN, ministre de l’Europe et des Affaires étrangères",[]
2017-06-06,10:00,,"Entretien avec M. Richard FERRAND, ministre de la Cohésion des territoires",[]
2017-06-06,11:00,,"Entretien avec M. Boïko BORISSOV, Premier ministre de la République de Bulgarie","['Entretien avec M. Boïko BORISSOV, Premier ministre de la République de Bulgarie', 'Déclaration conjointe avec M. Boïko BORISSOV, Premier ministre de la République de Bulgarie']"
2017-06-06,14:30,,Table ronde sur la mobilisation des acteurs de la société civile pour le climat,['Table ronde sur la mobilisation des acteurs de la société civile pour le climat']
2017-06-06,16:00,,"Entretien avec M. François BAYROU, Garde des Sceaux, ministre de la Justice",[]
2017-06-06,18:00,,"Entretien avec Mme Sylvie GOULARD, ministre des Armées",[]
2017-06-06,19:00,,"Entretien avec M. Pierre MOSCOVICI, commissaire européen chargé des Affaires économiques et financières, de la Fiscalité et de l’Union douanière",[]
2017-06-07,08:30,,Entretien avec le Premier ministre,[]
2017-06-07,09:00,,Conseil restreint de défense,['Conseil de défense']
2017-06-07,10:00,,Conseil des Ministres,"['Ordre du jour du Conseil des ministres du mercredi 7 juin 2017', 'Compte-rendu du Conseil des ministres du mercredi 7 juin 2017']"
2017-06-07,12:00,,"Entretien avec M. Lars Løkke RASMUSSEN, Premier ministre du Royaume du Danemark","['Entretien avec M. Lars Løkke RASMUSSEN, Premier ministre du Royaume du Danemark', 'Point presse avec M. Lars Løkke RASMUSSEN, Premier ministre du Royaume du Danemark']"
2017-06-08,09:00,,"Entretien avec Mme Frédérique VIDAL, ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation",[]
2017-06-08,12:00,,"Entretien avec M. Mounir MAHJOUBI, secrétaire d’Etat chargé du numérique",[]
2017-06-08,15:00,,"Entretien avec M. Pedro Pablo KUCZYNSKI, Président de la République du Pérou","['Déclaration conjointe avec M. Pedro Pablo KUCZYNSKI, Président de la République du Pérou', 'Entretien avec M. Pedro Pablo KUCZYNSKI, Président de la République du Pérou']"
2017-06-08,17:00,,"Entretien avec Jimmy MORALES, Président de la République du Guatemala","['Déclaration conjointe avec Jimmy MORALES, Président de la République du Guatemala', 'Entretien avec Jimmy MORALES, Président de la République du Guatemala']"
2017-06-09,10:00,,"Entretien avec Mme Laura FLESSEL, ministre des Sports",[]
2017-06-10,Toute la journée,,Déplacement à Oradour-sur-Glane – Haute-Vienne,['Discours du Président de la République - Hommage à Oradour-sur-Glane']
2017-06-11,09:00,,Vote du Président de la République au Touquet – Pas-de-Calais,[]
2017-06-11,16:00,,"Entretien avec M. Alassane OUATTARA, Président de la République de Côte d’Ivoire",[]
2017-06-12,09:00,,"Entretien avec M. Macky SALL, Président de la République du Sénégal.","[""Déclaration conjointe d'Emmanuel Macron et M. Macky SALL, Président de la République du Sénégal.""]"
2017-06-12,10:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-06-12,11:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-06-12,13:00,,Déjeuner de travail avec le Premier ministre.,[]
2017-06-13,10:00,,"Entretien avec Mme Elisabeth BORNE, ministre chargée des Transports.",[]
2017-06-13,11:00,,"Entretien avec M. Yves BRECHET, Haut-commissaire à l’Energie atomique.",[]
2017-06-13,12:00,,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie.",[]
2017-06-13,16:00,,"Entretien avec M. Guido RAIMONDI, Président de la Cour européenne des droits de l'homme.",[]
2017-06-13,18:00,,"Entretien suivi d’un dîner de travail avec Mme Theresa MAY, Premier ministre du Royaume–Uni.","['Entretien suivi d’un dîner de travail avec Mme Theresa MAY, Premier ministre du Royaume–Uni.']"
2017-06-13,21:00,,"Match amical France – Royaume-Uni en présence de Mme Theresa MAY, Premier ministre du Royaume-Uni.","[""Déclaration conjointe d'Emmanuel Macron et de Theresa May, Premier Ministre du Royaume-Uni""]"
2017-06-14,08:30,,Entretien avec le Premier ministre.,[]
2017-06-14,09:00,,Conseil restreint de défense.,[]
2017-06-14,10:00,,Conseil des ministres.,['Compte-rendu du Conseil des ministres du mercredi 14 juin 2017']
2017-06-14,16:00,,Déplacement au Royaume du Maroc.,['Conférence de presse du Président de la République au Maroc']
2017-06-15,08:00,,Déplacement au Royaume du Maroc.,[]
2017-06-15,14:30,,Visite du salon Vivatech.,['Discours du Président de la République au salon VivaTech 2017']
2017-06-15,18:30,,"Entretien avec Mme Annick GIRARDIN, ministre des Outre-mer.",[]
2017-06-16,08:30,,"Entretien avec Jeff IMMELT, Président-Directeur Général de General Electric",[]
2017-06-16,10:00,,"Entretien avec M. Mark RUTTE, Premier ministre du Royaume des Pays-Bas.",[]
2017-06-16,11:30,,"Entretien avec M. Jüri RATAS, Premier ministre de la République d’Estonie.",[]
2017-06-16,13:00,,"Déjeuner de travail avec M. Mariano RAJOY, président du gouvernement du Royaume d'Espagne.",[]
2017-06-16,15:00,,"Entretien avec M. Akio TOYODA, Président-directeur général de Toyota Motor Corporation.",[]
2017-06-18,10:00,,Vote au Touquet.,[]
2017-06-19,10:00,,Inauguration du 52e salon international de l’Aéronautique et de l’Espace Le Bourget,[]
2017-06-19,19:00,,"Dîner de travail avec Sa majesté Abdallah II, roi de Jordanie",['Déclaration conjointe du président de la République et du roi de Jordanie']
2017-06-20,08:30,,Entretien avec le Premier ministre.,[]
2017-06-20,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-06-20,12:30,,"Remise du rapport annuel de l’Autorité des marchés financiers par M. Gérard RAMEIX, Président de l’AMF",[]
2017-06-20,17:00,,"Entretien avec M. Jean-Pierre RAFFARIN, ancien Premier ministre, sénateur de la Vienne.",[]
2017-06-20,18:30,,"Réception en l’honneur de l’équipe féminine de football de l’Olympique lyonnais, vainqueure de la Ligue des Champions.",[]
2017-06-20,21:30,,Dîner de rupture du jeûne.,['Discours du Président de la République au dîner du Conseil Français du Culte Musulman']
2017-06-21,14:30,,"Entretien avec son Altesse Cheikh Mohammed Bin Zayed Al Nayan, Prince héritier des Emirats Arabes Unis.",[]
2017-06-21,17:00,,"Entretien avec M. Jacques TOUBON, Défenseur des droits.",[]
2017-06-21,18:00,,"Entretien avec M. Jean-Louis BIANCO, Président de l’Observatoire de la Laïcité.",[]
2017-06-21,19:05,,"Entretien avec M. Juan Manuel SANTOS, Président de la République de Colombie.","['Déclaration conjointe du Président de la République avec Juan Manuel SANTOS, Président de la République de Colombie']"
2017-06-21,20:00,,"Dîner officiel avec M. Juan Manuel SANTOS, Président de la République de Colombie.","['Déclaration du Président de la République lors du dîner officiel avec Juan Manuel Santos, Président de la République de Colombie']"
2017-06-22,09:00,,Conseil restreint de défense.,[]
2017-06-22,09:00,,Conseil européen Bruxelles,"[""Conférence du presse d'Emmanuel Macron le jeudi 22 juin 2017 au Conseil Européen"", ""Conférence de presse conjointe d'Emmanuel Macron et d'Angela Merkel au Conseil Européen""]"
2017-06-22,10:00,,Conseil des ministres.,['Compte-rendu du Conseil des ministres du jeudi 22 juin 2017']
2017-06-23,14:00,,Conseil européen Bruxelles,[]
2017-06-23,16:00,,"Entretien avec M. Arnold SCHWARZENEGGER, fondateur de R20 (Regions of climate action).",[]
2017-06-23,18:00,,"Entretien avec M. Benjamin STORA, Président du Conseil d’Orientation de l’Etablissement public du musée national de l’histoire de l’immigration.",[]
2017-06-23,21:00,,Ouverture de l’année colombienne en France. Philharmonie de Paris,[]
2017-06-24,15:00,,Journée internationale olympique – Ville de Paris.,['Journée internationale olympique – Ville de Paris.']
2017-06-24,16:00,,"Clôture de l'événement international « Pacte mondial pour l’environnement », sous la présidence de Laurent Fabius, président du Conseil constitutionnel. Grand amphithéâtre de la Sorbonne","[""Vers un Pacte mondial pour l'environnement.""]"
2017-06-26,09:30,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-06-26,11:00,,"Entretien avec M. Petro POROCHENKO, Président d’Ukraine.",[]
2017-06-26,12:00,,"Entretien avec Mme Annick GIRARDIN, ministre des Outre-mer.",[]
2017-06-26,13:00,,Déjeuner avec le Premier ministre.,[]
2017-06-26,15:00,,"Entretien avec Mme Hélène CARRERE d’ENCAUSSE, Secrétaire perpétuel de l’Académie française.",[]
2017-06-26,16:00,,"Entretien avec M. Patrick BERNASCONI, Président du Conseil économique, social et environnemental (CESE).",[]
2017-06-26,17:00,,"Entretien avec M. Rodolphe ALEXANDRE, Président de la Collectivité territoriale de Guyane.",[]
2017-06-26,18:45,,"Entretien avec M. Jean-Louis BIANCO, Président de l’Observatoire de la Laïcité.",[]
2017-06-27,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et Affaires étrangères.",[]
2017-06-27,10:00,,"Entretien avec M. Bruno CAVAGNÉ, Président de la Fédération nationale des travaux publics (FNTP), en présence de Mme Elisabeth BORNE, ministre chargée des Transports.",[]
2017-06-27,16:30,,"Réunion ministérielle sur le thème du droit à l’erreur en présence de MM. Edouard PHILIPPE, Premier ministre ; Jacques MÉZARD, ministre de la Cohésion des territoires ; Gérald DARMANIN, ministre de l’Action et des Comptes publics et Stéphane TRAVERT, ministre de l’Agriculture et de l’Alimentation.",[]
2017-06-27,17:30,,"Réunion ministérielle sur la situation des finances publiques en présence de MM. Edouard PHILIPPE, Premier ministre ; Bruno Le MAIRE, ministre de l’Economie et des Finances et Gérald DARMANIN, ministre de l’Action et des Comptes publics.",[]
2017-06-27,18:30,,"Entretien avec le général Pierre de VILLIERS, chef d’état-major des armées.",[]
2017-06-28,08:30,,Entretien avec le Premier ministre.,[]
2017-06-28,09:00,,Conseil restreint de défense.,[]
2017-06-28,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 28 juin 2017', 'Compte-rendu du Conseil des ministres du mercredi 28 juin 2017']"
2017-06-28,15:00,,"Entretien avec M. Hery RAJAONARIMAMPIANINA, Président de la République de Madagascar.","[""Entretien d'Emmanuel Macron avec le président de Madagascar, Hery Rajaonarimampianina""]"
2017-06-29,08:00,,"Réunion préparatoire avec les membres européens du G20, avec Mme Angela Merkel, chancelière de la République fédérale d’Allemagne. Berlin",[]
2017-06-29,18:00,,Remise du rapport annuel de la Cour de Cassation.,[]
2017-06-29,19:30,,"Inauguration de la station F, campus pour les start-up.",[]
2017-06-30,11:00,,Prise d’armes à Hôtel national des Invalides,[]
2017-06-30,14:30,,"Réunion ministérielle sur le climat en présence de Mmes. Elisabeth BORNE, ministre chargée des Transports ; Frédérique VIDAL, ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation et MM. Nicolas HULOT, ministre de la Transition écologique et solidaire ; Bruno LE MAIRE, ministre de l’Economie et des Finances ; Jacques MÉZARD, ministre de la Cohésion des territoires ; Gérald DARMANIN, ministre de l’Action et des Comptes publics.",[]
2017-06-30,18:00,,Réunion avec des présidents d’associations de défense des libertés publiques.,[]
2017-07-01,08:00,,"Cérémonie en hommage à Helmut KOHL, ancien chancelier allemand.","[""Discours d'Emmanuel Macron à la cérémonie d'hommage à Helmut Kohl""]"
2017-07-01,15:00,,Inauguration TGV Atlantique 2017,"[""Discours d'Emmanuel Macron lors de l'inauguration du TGV atlantique Paris-Rennes""]"
2017-07-02,08:00,,Sommet du G5 Sahel à Bamako (Mali),['Conférence de presse commune du président de la République française et du président du Mali G5 Sahel']
2017-07-03,15:00,,"Discours devant le Parlement réuni en Congrès, précédé d'un déjeuner avec les membres des bureaux de l'Assemblée nationale et du Sénat et les présidents de groupe.",['Discours du Président de la République devant le Parlement réuni en congrès']
2017-07-04,10:00,,Visite aux armées sur la base opérationnelle de la Force océanique stratégique de l’Île Longue.,[]
2017-07-05,08:00,,Entretien avec le Premier ministre.,[]
2017-07-05,08:30,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 5 juillet 2017', 'Compte-rendu du Conseil des ministres du mercredi 5 juillet 2017']"
2017-07-05,10:30,,Cérémonie nationale d’hommage à Mme Simone VEIL. Cour d’Honneur de l’hôtel national des Invalides,[]
2017-07-05,18:00,,"Entretien avec M. Mahmoud ABBAS, Président de l’Autorité palestinienne.","[""Déclaration conjointe d'Emmanuel Macron et de Mahmoud Abbas, président de l'Autorité Palestinienne""]"
2017-07-06,09:00,,"Entretien avec M. Jim Yong KIM, Président de la Banque mondiale.","['Déclaration du Président de la République - Entretien avec M. Jim Yong Kim, président du groupe de la Banque Mondiale']"
2017-07-06,10:00,,"Entretien avec M. Benjamin STORA, Président du conseil d'orientation de la Cité nationale de l'histoire de l'immigration.",[]
2017-07-06,11:00,,"Entretien avec M. Dominique BUSSEREAU, président de l’ADF (Assemblée des départements de France)",[]
2017-07-06,14:30,,Réunion avec le GIP Paris 2024.,[]
2017-07-06,16:00,,Lancement du plan Autisme.,[]
2017-07-06,19:00,,"Entretien avec M. François MOLINS, Procureur de la République de Paris.",[]
2017-07-06,20:15,,"Dîner avec M. Enrique PEÑA NIETO, Président du Mexique.","[""Déclaration conjointe d'Emmanuel MACRON et de M. Enrique PEÑA NIETO, Président du Mexique.""]"
2017-07-07,10:00,,Sommet du G20 Hambourg,[]
2017-07-08,10:00,,Sommet du G20 Hambourg,"[""Conférence de presse d'Emmanuel Macron – Bilan de la reunion du G20""]"
2017-07-08,20:00,,"Dîner de travail avec M. Malcolm TURNBULL, Premier ministre d’Australie, précédé d'une déclaration conjointe.","[""Déclaration conjointe d'Emmanuel Macron et de M. Malcolm Turnbull, Premier ministre Australien.""]"
2017-07-10,10:00,,"Entretien avec M. François BAROIN, Président de l’Association des maires de France.",[]
2017-07-10,15:00,,Déplacement à l'occasion de la présentation de la candidature de Paris pour les Jeux Olympiques et Paralympiques 2024. Lausanne (Suisse),[]
2017-07-11,10:00,,Déplacement à l'occasion de la présentation de la candidature de Paris pour les Jeux Olympiques et Paralympiques 2024. Lausanne (Suisse),[]
2017-07-11,18:00,,"Réunion ministérielle de préparation de la grande Conférence des territoires en présence du Premier ministre, de Mme Elisabeth BORNE, ministre chargée des Transports et de MM. Gérard COLLOMB, ministre de l’Intérieur ; Nicolas HULOT, ministre de la Transition écologique et solidaire ; Gérald DARMANIN, ministre de l’Action et des Comptes publics ; Jacques MEZARD, ministre de la Cohésion des Territoires ; Julien DENORMANDIE, secrétaire d'Etat auprès du ministre de la Cohésion des territoires.",[]
2017-07-12,08:30,,Entretien avec le Premier ministre.,[]
2017-07-12,09:00,,Conseil restreint de défense.,[]
2017-07-12,10:00,,Conseil des ministres.,['Compte-rendu du Conseil des ministres du mercredi 12 jullet 2017']
2017-07-12,15:00,,Sommet des Balkans occidentaux. Trieste (Italie),"[""Conférence de presse d'Emmanuel Macron le mercredi 12 juillet 2017 au sommet des balkans occidentaux à Trieste."", ""Déclaration d'Emmanuel Macron le mercredi 12 juillet 2017 lors du sommet des Balkans occidentaux à Trieste.""]"
2017-07-13,10:00,,"Conseil des ministres franco-allemand en présence de Mme Angela MERKEL, Chancelière de la République fédérale allemande.","['Dossier de presse – Conseil des ministres franco-allemand', 'Conférence de presse du Président de la République lors du conseil des Ministres franco-allemand']"
2017-07-13,15:45,,"Réunion de travail avec M. Donald TRUMP, Président des Etats-Unis d’Amérique.","[""Conférence de presse d'Emmanuel Macron et de Donald Trump à l'Élysée""]"
2017-07-13,19:30,,Réception au ministère des Armées. Hôtel de Brienne,"[""Discours d'Emmanuel Macron à l'hôtel de Brienne""]"
2017-07-14,09:00,,"Défilé militaire à l’occasion de la Fête nationale en présence de M. Donald TRUMP, Président des Etats-Unis d’Amérique.",['Déclaration du Président de la République lors du défilé du 14 juillet 2017']
2017-07-14,16:00,,Cérémonie d’hommage aux victimes de l’attentat du 14 juillet 2016. Nice,"[""Discours d'Emmanuel Macron lors de la cérémonie d'hommage aux victimes de l'attentat de Nice""]"
2017-07-16,09:45,,"Commémoration en mémoire des victimes de la Rafle du Vel d’Hiv, en présence de M. Benyamin NETANYAHOU, Premier ministre d’Israël.","[""Discours du Président de la république française à l'occasion de la commémoration de la rafle du Vel d'Hiv"", 'Déclaration conjointe du Président de la République et du Premier ministre israëlien']"
2017-07-17,09:15,,"Entretien avec Mme Valérie PECRESSE, présidente de la région Ile-de-France.",[]
2017-07-17,10:15,,"Entretien avec Mme Anne HIDALGO, maire de Paris.",[]
2017-07-17,11:15,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",[]
2017-07-17,15:00,,"Discours en ouverture de la Conférence des Territoires, précédé d’un déjeuner avec les membres du comité de pilotage.","[""Discours d'Emmanuel Macron au Sénat lors de la conférence des territoires""]"
2017-07-18,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-07-18,11:00,,"Entretien avec Mme Doris LEUTHARD, présidente de la Confédération suisse.","[""Déclaration conjointe d'Emmanuel Macron et de la présidente de la confédération suisse Doris Leuthard""]"
2017-07-18,12:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-07-18,15:00,,"Entretien avec Mme Christiane LAMBERT, présidente de la Fédération nationale des Syndicats exploitants agricoles (FNSEA).",['Entretiens avec les représentants des syndicats agricoles']
2017-07-18,16:00,,"Entretien avec M. Antoni MARTI, chef du gouvernement d’Andorre.",[]
2017-07-18,17:00,,"Entretien avec le Cardinal André Vingt-Trois, archevêque de Paris.",[]
2017-07-19,08:30,,Entretien avec le Premier ministre.,[]
2017-07-19,09:00,,Conseil restreint de défense.,[]
2017-07-19,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 19 juillet 2017', 'Compte-rendu du Conseil des ministres du mercredi 19 juillet 2017']"
2017-07-19,15:00,,Déplacement sur la 17ème étape du tour de France.,"['100 ans du maillot jaune du Tour de France', '14e étape du Tour de France au col du Tourmalet']"
2017-07-20,08:00,,Déplacement en région.,"[""Discours d'Emmanuel Macron à la Base aérienne 125 d'Istres-Le tubé – Jeudi 20 juillet 2017""]"
2017-07-20,19:00,,"Entretien avec M. Martin SCHULZ, président fédéral du Parti social-démocrate d’Allemagne.",[]
2017-07-21,11:00,,"Entretien avec M. Luca VISENTINI, secrétaire général de la Confédération européenne des Syndicats, en présence d’organisations syndicales françaises.",[]
2017-07-21,12:00,,"Entretien avec M. Michel BARNIER, négociateur en chef de la Commission chargée de la conduite des négociations avec le Royaume Uni au titre de l'article 50 du traité européen, présence de Mme Nathalie LOISEAU, ministre chargée des Affaires européennes.",[]
2017-07-21,13:00,,Déjeuner avec des auteurs et des intellectuels français et allemands.,[]
2017-07-24,11:00,,"Entretien téléphonique « Format Normandie », avec MM. Petro POROCHENKO, président d’Ukraine, Vladimir POUTINE, président de la Fédération de Russie et Mme Angela MERKEL, chancelière de la République fédérale d’Allemagne.",['Communiqué - Déclaration conjointe du Président de la République et de la Chancelière fédérale allemande']
2017-07-24,13:00,,Déjeuner avec le Premier ministre.,[]
2017-07-24,15:00,,"Réunion de travail avec le Premier ministre en présence de MM. Bruno LE MAIRE, ministre de l’Economie et des Finances et Gérald DARMANIN, ministre de l’Action et des Comptes Publics.",[]
2017-07-24,17:00,,"Entretien avec le chanteur BONO, co-fondateur de l’ONG ONE.",['Communiqué - Aide internationale']
2017-07-24,18:00,,"Entretien avec Mmes Florence Thune, directrice générale de Sidaction et Linda-Gail Bekker, co-chair de la conférence de Paris et présidente de l’International AIDS Society et MM. François Dabis, directeur de l'ANRS (France Recherche Nord Sud SI DA - HI Hépatites virales) et Yves Levy, directeur de l'Inserm et du programme de recherche vaccinale Vaccine Institute Research.",['Communiqué - Rencontre du  Président de la République avec les organisateurs de la neuvième Conférence Scientifique Internationale sur le VIH (IAS 2017)']
2017-07-25,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-07-25,11:00,,"Entretien avec M. Joël MERGUI, président du Consistoire de Paris.",[]
2017-07-25,12:00,,"Entretien avec Mme Florence PARLY, ministre des Armées.",[]
2017-07-25,15:00,,Libye - Rencontres de la Celle St Cloud.,"['Libye - Rencontres de la Celle-Saint-Cloud', ""Déclaration d'Emmanuel Macron – rencontre Libye""]"
2017-07-25,19:30,,Concert de l'ensemble musical « Voix étouffées Orient/Occident » présenté par l'association Pierre CLAVER.,[]
2017-07-26,08:00,,Commémoration en hommage au Père HAMEL à Saint-Etienne-du-Rouvray,"[""Discours d'Emmanuel Macron en hommage au Père Hamel à Saint-Etienne-du-Rouvray""]"
2017-07-26,17:00,,"Entretien avec la chanteuse RIHANNA, fondatrice de Clara Lionel Foundation.",[]
2017-07-27,09:00,,Déplacement en région.,"[""Discours d'Emmanuel Macron à la cérémonie de naturalisation à la préfecture du Loiret""]"
2017-07-27,16:30,,"Entretien avec M. Jean-Michel BLANQUER, ministre de l’Education Nationale.",[]
2017-07-27,18:00,,"Entretien avec M. Gérard DARMANIN, ministre de l’Action et des comptes publics.",[]
2017-07-27,19:00,,"Entretien avec Patrick OLLIER, président de la Métropole du Grand Paris.",[]
2017-07-28,08:30,,Entretien avec le Premier ministre.,[]
2017-07-28,09:00,,Conseil restreint de défense.,[]
2017-07-28,10:00,,Conseil des ministres,[]
2017-07-28,13:00,,"Déjeuner avec M. Antonio COSTA, Premier ministre portugais.",[]
2017-07-28,15:00,,"Entretien avec M. Jacques TOUBON, défenseur des droits.",[]
2017-07-28,16:00,,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",[]
2017-07-28,17:00,,"Entretien avec M. Gérard ARAUD, Ambassadeur de France aux Etats-Unis d’Amérique.",[]
2017-07-31,09:00,,"Entretien avec M. Lakshmi MITTAL, président du groupe ArcelorMittal",[]
2017-07-31,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur",[]
