date,hour,event_type,description,program
2017-11-10,09:00,,"Entretien avec M. Frank-Walter STEINMEIER, Président de la République fédérale d’Allemagne.",[]
2017-11-10,14:00,,"Inauguration de l’Historial franco-allemand du Hartmannswillerkopf en présence de M. Frank-Walter STEINMEIER, Président de la République fédérale d’Allemagne. Colmar","[""Discours du Président de la République, Emmanuel Macron, lors de l'inauguration de l'Historial franco-allemand de la guerre 14-18 du Hartmannswillerkopf en présence de Frank-Walter Steinmeier, Président de la République fédérale d'Allemagne""]"
2017-11-11,09:45,,"Déplacement au Musée Clémenceau à l’occasion de la commémoration de l’Armistice du 11 novembre 1918. 8, rue Benjamin Franklin – Paris 16ème",[]
2017-11-11,10:30,,Cérémonies de commémoration de l’Armistice du 11 novembre 1918.,[]
2017-11-11,12:30,,Réception en l’honneur des pupilles de la Nation.,[]
2017-11-13,09:00,,Cérémonies d’hommage aux victimes des attentats du 13 novembre.,[]
2017-11-13,13:00,,Déjeuner avec des acteurs de la Politique de la Ville.,[]
2017-11-13,15:30,,Déplacement en Seine-Saint-Denis et dans les Hauts-de-France sur le thème de la Politique de la Ville.,[]
2017-11-14,09:00,,Déplacement sur le thème de la Politique de la Ville dans les Hauts-de-France.,['Transcription du discours du Président de la République sur le thème politique de la ville']
2017-11-14,14:30,,"Entretien avec M. Gebran Bassil, ministre des affaires étrangères de la République libanaise",[]
2017-11-14,20:30,,Dîner avec le Conseil présidentiel pour l’Afrique.,[]
2017-11-15,08:30,,Entretien avec le Premier ministre.,[]
2017-11-15,09:00,,Conseil restreint de défense.,[]
2017-11-15,10:00,,Conseil des ministres.,['Conseil des ministres du mercredi 15 novembre']
2017-11-15,14:00,,"Cérémonies d’ouverture de la COP 23,  Bonn (République fédérale d’Allemagne).","['Discours du Président de la République, Emmanuel Macron, lors de la COP23 à Bonn.']"
2017-11-16,12:00,,"Entretien avec M. Jean-Marc SAUVÉ, vice-président du Conseil d’État.",[]
2017-11-16,15:00,,"Entretien avec Mme Florence PARLY, ministre des Armées.",[]
2017-11-16,16:00,,"Réunion de travail avec Mme Florence PARLY, ministre des Armées et le Général LECOINTRE, Chef d’Etat-Major des Armées.",[]
2017-11-16,17:00,,"Entretien avec M. Joe KAESER, PDG du groupe Siemens, et Henri POUPART-LAFARGE, PDG d’Alstom.",[]
2017-11-17,09:00,,Sommet social de l’Union européenne.  Göteborg (Royaume de Suède).,"[""Conférence de presse du Président de la République, Emmanuel Macron, au sommet social pour les emplois et la croissance de l'Union Européene à Göteborg"", ""Conférence de presse du Président de la République, Emmanuel Macron, à l'occasion du sommet social pour des emplois et une croissance équitables de Göteborg"", ""Conférence de presse bilatérale d'Emmanuel Macron et de Stefan Löfven, Premier ministre suédois""]"
2017-11-20,08:00,,"Entretien avec M. Gérard LARCHER, Président du Sénat.",[]
2017-11-20,09:00,,"Entretien avec M. Bernard ACCOYER, Secrétaire général des Républicains.",[]
2017-11-20,10:00,,"Entretien avec M. Rachid TEMAL, Coordinateur de la direction collégiale du Parti Socialiste.",[]
2017-11-20,11:00,,"Entretien avec M. Nicolas DUPONT-AIGNANT, Président de Debout la France.",[]
2017-11-20,12:00,,"Entretien avec Jean-Christophe LAGARDE, Président de l’Union des démocrates et indépendants.",[]
2017-11-20,13:15,,Déjeuner avec le Premier ministre.,[]
2017-11-20,14:30,,"Entretien avec M. Christophe CASTANER, Délégué général de La République en Marche.",[]
2017-11-20,15:15,,"Entretien avec M. Francis KALIFAT, Président du CRIF (Conseil représentatif des institutions juives de France) et M. Moshé KANTOR, Président du Congrès juif européen.",[]
2017-11-20,16:00,,"Entretien avec M. Jacques TOUBON, Défenseur des droits et Mme Geneviève AVENARD, Défenseure des enfants. Remise du rapport annuel du Défenseur des droits.",[]
2017-11-20,16:30,,"Rencontre avec des enfants accompagnés par l’UNICEF, à l’occasion de la journée internationale des droits de l’enfant.",[]
2017-11-20,17:30,,"Entretien avec M. David CORMAND, Secrétaire national d’Europe Ecologie Les Verts.",[]
2017-11-20,18:30,,"Entretien avec Mme Sylvia PINEL, Présidente du Parti radical de gauche.",[]
2017-11-20,19:30,,"Entretien avec M. François de RUGY, Président de l’Assemblée nationale.",[]
2017-11-21,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-11-21,10:00,,"Entretien avec M. Matteo RENZI, ancien Président du Conseil des ministres d’Italie.",[]
2017-11-21,11:30,,"Ouverture de la saison hivernale des Restos du Cœur (Centre de la grange aux belles, Paris)",[]
2017-11-21,13:00,,Déjeuner à l'occasion des Rendez-vous de Bercy.,[]
2017-11-21,15:00,,"Entretien avec M. François BAYROU, Président du mouvement démocrate.",[]
2017-11-21,16:20,,"Entretien avec M. Jean-Luc MELENCHON, Président du Groupe La France Insoumise.",[]
2017-11-21,17:15,,"Entretien avec Mme Marine LE PEN, Présidente du Front national.",[]
2017-11-21,18:15,,"Entretien avec M. Pierre LAURENT, Secrétaire national du Parti communiste français.",[]
2017-11-21,19:00,,"Entretien avec Laurent HENART, Président du Parti Radical valoisien.",[]
2017-11-22,08:00,,Entretien avec le Premier ministre.,[]
2017-11-22,09:00,,Conseil restreint de défense.,[]
2017-11-22,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 22 novembre 2017', 'Compte-rendu du Conseil des ministres du mercredi 22 novembre 2017', 'Ordre du jour du Conseil des ministres du lundi 27 novembre 2017', 'Compte-rendu du conseil des ministres du vendredi 8 décembre 2017']"
2017-11-22,15:00,,"Entretien avec M. Alpha CONDÉ, Président de la République de Guinée et Président de l’Union Africaine, suivi d’une déclaration conjointe à la presse.",['Déclaration du Président de la République Emmanuel Macron avec le Président de la République de Guinée Alpha Condé']
2017-11-22,16:30,,"Réunion ministérielle avec le Premier ministre, M. Bruno LEMAIRE, ministre de l’Economie et des Finances, M. Gérald DARMANIN, ministre de l’Action et des Comptes publics et Mme Muriel PENICAUD, ministre du Travail.",[]
2017-11-22,19:30,,"Entretien avec M. François BAROIN, Président de l’AMF (Association des Maires de France).",[]
2017-11-22,20:00,,Réception des Maires de France à l'Elysée.,[]
2017-11-23,09:00,,"Entretien avec M. Moussa FAKI, Président de la Commission de l’UA (Union africaine).",[]
2017-11-23,10:30,,Remise du Prix Jacques Chirac sur la prévention des conflits (Musée du Quai Branly - Jacques Chirac).,['Discours du Président de la République Emmanuel Macron à la cérémonie de remise de prix de la fondation Chirac']
2017-11-23,12:30,,"Entretien avec Mme Beata SZYDLO, Présidente du Conseil des ministres de Pologne, suivie d’une conférence de presse conjointe.",['Déclaration conjointe du Président de la République Emmanuel Macron et de la Présidente du Conseil des Ministres de Pologne Beata Szydło']
2017-11-23,15:00,,Discours à l’occasion du 100ème Congrès des Maires de France (Parc des expositions de la Porte de Versailles).,['Discours du Président de la République Emmanuel Macron au 100ᵉ congrès des maires de France.']
2017-11-24,10:00,,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",[]
2017-11-24,11:00,,"Entretien avec Mme Valérie PECRESSE, Présidente de la région Ile-de-France.",[]
2017-11-24,12:00,,"Entretien avec M. Olivier SCHRAMECK, Président du Conseil supérieur de l’audiovisuel.",[]
2017-11-24,13:00,,"Déjeuner avec les Chefs d’Etat-Major des armées et Mme Florence PARLY, ministre des Armées.",[]
2017-11-24,15:00,,"Réunion ministérielle avec le Premier ministre, M. Gérald DARMANIN, ministre de l’Action et des Comptes publics, Mme Agnès BUZYN, ministre des Solidarités et de la Santé et M. Jean-Paul DELEVOYE, Haut-Commissaire chargé de la Réforme des Retraites.",[]
2017-11-24,18:30,,"Entretien avec M. Jean-Louis NADAL, Président de la Haute Autorité pour la transparence de la vie publique.",[]
2017-11-25,11:00,,Discours à l’occasion de la Journée de lutte contre les violences faites aux femmes.,"[""Discours du Président de la République à l'occasion de la journée internationale pour l'élimination de la violence à l'égard des femmes et du lancement de la grande cause du quinquennat""]"
2017-11-27,09:00,,Conseil restreint de défense.,[]
2017-11-27,10:00,,Conseil des ministres.,[]
2017-11-27,13:00,,Déjeuner avec le Premier ministre.,[]
2017-11-27,15:00,,"Prise d’armes, suivi d’une cérémonie collective de remise de décorations. Hôtel national des Invalides.",[]
2017-11-27,16:00,,Cérémonie collective de remises de lettres de créances des ambassadeurs en Andorre.,[]
2017-11-28,10:00,,"Déplacement au Burkina Faso, en République de Côte d’Ivoire et en République du Ghana.","['Un an après le discours de Ouagadougou', 'Discours du Président de la République à la communauté française de Ouagadougou', ""Discours d'Emmanuel Macron à l'université de Ouagadougou.""]"
2017-11-29,10:00,,"Déplacement au Burkina Faso, en République de Côte d’Ivoire et en République du Ghana.","[""Discours du Président de la République, Emmanuel Macron, lors de l'inauguration de la centrale solaire de Zagtouli"", 'Un an après le discours de Ouagadougou', 'Discours du Président de la République à la communauté française de Ouagadougou', ""Discours d'Emmanuel Macron à l'université de Ouagadougou.""]"
2017-11-30,10:00,,"Déplacement au Burkina Faso, en République de Côte d’Ivoire et en République du Ghana.","['Un an après le discours de Ouagadougou', 'Discours du Président de la République à la communauté française de Ouagadougou', ""Discours d'Emmanuel Macron à l'université de Ouagadougou.""]"
2017-12-01,10:00,,Déplacement à l’occasion de la Journée mondiale de Lutte contre le Sida.,[]
2017-12-01,17:00,,"Entretien avec M. Jean-Noël JEANNENEY, historien.",[]
2017-12-01,18:00,,"Entretien avec Mme Françoise NYSSEN, ministre de la Culture.",[]
2017-12-02,11:30,,"Entretien avec M. Nechirvan BARZANI, Premier ministre du Gouvernement régional du Kurdistan et M. Qubad TALABANI, Vice-premier ministre du Gouvernement régional du Kurdistan, suivi d'une déclaration à la presse","['Déclaration à la presse du Président de la République, Emmanuel Macron, et de M. Nechivran Barzani et M. Qubad Talabani, Premier ministre et Vice-premier ministre du Gouvernement régional du Kurdistan.']"
2017-12-04,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-12-04,12:00,,"Entretien avec M. Patrick OLLIER, Président de la Métropole du Grand Paris.",[]
2017-12-04,14:15,,"Réception en l'honneur des chefs cuisiners de ""La Liste"".",[]
2017-12-04,15:00,,"Entretien avec M. Roumen RADEV, Président de la République de Bulgarie.",[]
2017-12-04,19:30,,Réception de l’Association du Corps Préfectoral et des Hauts Fonctionnaires du Ministère de l’Intérieur (ACPHFMI).,[]
2017-12-05,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-12-05,10:00,,"Entretien avec MM. Gianni INFANTINO, Président de la Fédération internationale de football association (FIFA) et Noël LE GRAËT, Président de la Fédération française de football (FFF).",[]
2017-12-05,11:00,,"Entretien avec M. Jean-Baptiste LEMOYNE, secrétaire d’Etat auprès du ministre de l’Europe et des Affaires étrangères.",[]
2017-12-05,12:00,,"Entretien avec Mme Nathalie LOISEAU, ministre chargée des Affaires européennes.",[]
2017-12-05,17:30,,"Entretien avec Christophe DELOIRE, secrétaire général de Reporters sans frontières.",[]
2017-12-06,10:00,,Visite de travail et d’amitié en République algérienne démocratique et populaire.,['Déclaration du Président de la République Emmanuel Macron au Palais de Zeralda']
2017-12-07,10:00,,Visite officielle dans l’Etat du Qatar.,"['Discours du Président de la République, Emmanuel Macron, sur la base militaire Al udeid au Qatar', 'Joint Communique Qatar-France on the occasion of the visit to Qatar of the President of the French Republic', 'Conférence de presse conjointe du Président de la République Emmanuel Macron avec s.a. le Cheikh Tamim ben Hamad al Thani']"
2017-12-08,09:25,,"Réunion du Groupe international de soutien au Liban, Ministère de l’Europe et des Affaires Étrangères","[""Déclaration conjointe d'Emmanuel Macron, Saad Hariri et Amina J Mohammed à l'occasion du groupe international de soutien au Liban""]"
2017-12-08,10:00,,"Rencontre avec des représentants des cultes en présence de M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-12-08,12:00,,"Hommage national à Jean d’Ormesson, Hôtel des Invalides","[""Hommage à Jean d'Ormesson aux Invalides""]"
2017-12-08,13:00,,Déjeuner avec le Premier ministre.,[]
2017-12-08,15:30,,Conseil restreint de défense.,[]
2017-12-08,16:30,,Conseil des ministres.,[]
2017-12-10,14:00,,"Déjeuner avec M. Benyamin NETANYAHOU, Premier ministre d’Israël.",[]
2017-12-10,18:00,,Illumination du Sapin de Noël de l'Élysée.,[]
2017-12-11,09:00,,"Entretien avec M.Gérard COLLOMB, ministre de l’Intérieur",[]
2017-12-11,10:00,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",[]
2017-12-11,12:00,,Entretien avec le Premier ministre.,[]
2017-12-11,13:00,,"Déjeuner avec M. Beji Caïd ESSEBSI, Président de la République tunisienne, suivi d’une déclaration conjointe.",[]
2017-12-11,15:00,,"Entretien avec M. Moïse JOVENEL, Président de la République d’Haïti, suivi d’une déclaration conjointe.",[]
2017-12-11,16:30,,"Rencontre avec le Groupe des Elders, M. Kofi ANNAN, M. BAN Ki-Moon, Mme Mary ROBINSON, Mme Gro HARLEM BRUNDTLAND, M. Lakhdar BRAHIMI, M. David NUSSBAUM, Mme Fabienne HARA, M. Mark HILTON et M. William FRENCH (anciens Prix Nobels).",[]
2017-12-11,18:00,,Side event du One Planet Summit « Tech for Planet » organisé par le Numa,['Discours du Président de la République - Station F : Tech for Planet']
2017-12-11,20:45,,Dîner à l’occasion du One Planet Summit organisé par Bloomberg.,[]
2017-12-12,08:45,,"A l’occasion du One Planet Summit, réunion avec les « Philanthropes » pour le Climat.",[]
2017-12-12,09:30,,"Entretien avec Son Excellence Sheikh HASINA, Premier ministre de la République populaire du Bangladesh.",[]
2017-12-12,10:30,,"Entretien avec M. Janos ADER, Président de la République de Hongrie.",[]
2017-12-12,12:30,,Déjeuner offert par le Président de la République aux Chefs de délégations du One Planet Summit.,[]
2017-12-12,15:00,,"Séance plénière du One Planet Summit. Ile Seguin, Boulogne-Billancourt","['Discours de clôture du Président de la République au One Planet Summit', 'Discours introductif du Président de la République au One Planet Summit']"
2017-12-13,09:00,,Conseil des ministres,[]
2017-12-13,10:00,,"Réunion de soutien au G5 Sahel en présence des Chefs d’Etat des pays membres du G5 Sahel, d’Angela MERKEL, Chancelière de la République d’Allemagne, de Charles MICHEL, Premier ministre de Belgique, et de Moussa FAKI, Président de la Commission de l’Union Africaine. Cette réunion sera suivie d’une Conférence de presse conjointe de M. Emmanuel MACRON, Mme Angela MERKEL, M. Ibrahim Boubacar KEÏTA, Président de la République du Mali et M. Moussa FAKI, Président de la Commission de l'Union Africai","['Conférence de Presse du Président de la République, Emmanuel Macron, lors de la réunion de soutien au G5 Sahel']"
2017-12-13,16:00,,Arbre de Noël de l’Elysée.,[]
2017-12-13,18:15,,"Inauguration de l’exposition ""Pasteur, l'expérimentateur"", Palais de la Découverte",[]
2017-12-14,10:00,,Conseil européen. Bruxelles,[]
2017-12-15,10:00,,Conseil européen. Bruxelles,"[""Conférence de presse conjointe d'Emmanuel Macron et d'Angela Merkel au Conseil européen de décembre 2017.""]"
2017-12-18,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-12-18,11:00,,"Entretien avec M. Stéphane TRAVERT, ministre de l’Agriculture et de l’Alimentation",[]
2017-12-18,12:00,,"Entretien avec Mme Anne HIDALGO, Maire de Paris.",[]
2017-12-18,13:00,,Déjeuner avec le Premier ministre.,[]
2017-12-18,15:00,,"Réunion de travail en présence du Premier ministre, de M. Gérard COLLOMB, ministre de l’Intérieur et de Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",[]
2017-12-18,17:30,,Cérémonie de remise de lettres de créances.,[]
2017-12-18,19:30,,"Réception de l'équipe de France féminine de Handball, Championne du monde.",[]
2017-12-19,09:30,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2017-12-19,10:00,,"Entretien avec M. Jens STOLTENBERG, Secrétaire général de l’OTAN.","[""Déclaration conjointe avec M. Jens STOLTENERG, secrétaire général de l'OTAN.""]"
2017-12-19,13:00,,Déjeuner avec la délégation des chefs d'entreprises français présents à Davos.,[]
2017-12-19,15:00,,"Entretien avec Sa Majesté Abdallah II, Roi de Jordanie.","['Communiqué - Visite du Roi Abdallah II de Jordanie à Paris', 'Déclaration conjointe du Président de la République Emmanuel Macron avec le Roi de Jordanie Abdallah II']"
2017-12-19,18:00,,Cérémonie collective de remise de décorations.,[]
2017-12-20,08:30,,Entretien avec le Premier ministre.,[]
2017-12-20,09:00,,Conseil restreint de défense.,[]
2017-12-20,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 20 décembre 2017', 'Compte-rendu du Conseil des Ministres du mercredi 20 décembre 2017']"
2017-12-20,13:00,,Déjeuner avec les membres du bureau du Sénat.,[]
2017-12-20,15:30,,"Entretien avec M. Gabriel de BROGLIE, Chancelier de l’Institut de France.",[]
2017-12-20,16:00,,"Réunion de travail en présence du Premier ministre, de MM. Gérard COLLOMB, ministre de l’Intérieur ; Jacques MEZARD, ministre de la Cohésion des Territoires ; Julien DENORMANDIE, secrétaire d’Etat auprès du ministre de la Cohésion des Territoires et de Mmes Elisabeth BORNE, ministre chargée des Transports et Jacqueline GOURAULT, ministre auprès du Ministre de l’Intérieur.",[]
2017-12-20,18:00,,"Réunion de travail en présence du Premier ministre, de MM. Gérard LARCHER, Président du Sénat ; François de RUGY, Président de l’Assemblée nationale ; Gérard COLLOMB, ministre de l’Intérieur et de Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",[]
2017-12-21,09:00,,"Entretien avec M. Philippe WAHL, PDG de La Poste.",[]
2017-12-21,14:00,,"Rencontre avec des représentants des cultes, en présence de MM. Gérard COLLOMB, ministre de l’Intérieur et Jean-Michel BLANQUER, ministre de l’Education nationale.",[]
2017-12-21,17:30,,Réception en l’honneur de l’Equipe de France des Métiers 2017.,[]
2017-12-22,09:00,,"Entretien avec M. Mahmoud ABBAS, Président de l’Autorité palestinienne.",[]
2017-12-22,12:00,,Déplacement auprès des troupes engagées dans l’opération Barkane (Niger).,[]
2017-12-23,12:00,,Déplacement auprès des troupes engagées dans l’opération Barkane (Niger).,"['Discours du Président de la République, Emmanuel Macron, à la base aérienne de Niamey, Niger']"
2018-01-02,12:00,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",[]
2018-01-02,13:00,,Déjeuner avec le Premier ministre.,[]
2018-01-02,15:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur et Mme Jacqueline GOURAULT, ministre auprès du ministre de l’Intérieur.",[]
2018-01-02,17:00,,"Entretien avec Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",[]
2018-01-03,10:00,,Présentation des vœux du Gouvernement.,[]
2018-01-03,10:30,,"Conseil des ministres, suivi d’un séminaire du Gouvernement.",['Conseil des ministres du mercredi 3 janvier 2018']
2018-01-03,13:00,,Déjeuner avec les membres du Gouvernement.,[]
2018-01-03,15:30,,Présentation des vœux au Conseil constitutionnel.,[]
2018-01-03,17:30,,Présentation des vœux à la presse.,['Vœux du Président de la République Emmanuel Macron à la presse.']
2018-01-04,09:00,,Conseil restreint de défense.,[]
2018-01-04,10:30,,Présentation des vœux aux Autorités religieuses.,['Transcription du discours des vœux du Président de la République aux autorités religieuses']
2018-01-04,11:30,,"Entretien avec Mme Florence PARLY, ministre des Armées.",[]
2018-01-04,15:30,,Présentations des vœux au Corps diplomatique.,['Vœux du Président de la République Emmanuel Macron au Corps diplomatique.']
2018-01-05,09:30,,"Entretien avec M. Pierre MOSCOVICI, commissaire européen, chargé des affaires économiques et monétaires, de la fiscalité et des douanes.",[]
2018-01-05,10:15,,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances.",[]
2018-01-05,13:00,,"Entretien suivi d'un déjeuner en l’honneur de M. Recep Tayyip ERDOGAN, Président de la République de Turquie.","[""Déclaration conjointe d'Emmanuel Macron et de Recep Tayyip Erdoğan.""]"
2018-01-05,15:30,,"Entretien avec M. Gérald DARMANIN, ministre de l’Action et des Comptes publics.",[]
2018-01-05,17:30,,"Entretien avec M. Patrick BERNASCONI, Président du CESE (Conseil économique, social et environnemental).",[]
2018-01-07,09:00,,Commémoration des attentats contre Charlie Hebdo et l’Hyper Cacher.,[]
2018-01-08,Toute la journée,,Déplacement en République populaire de Chine.,['Transcription du discours du Président de la République au palais de Daminggong']
2018-01-09,Toute la journée,,Déplacement en République populaire de Chine.,[]
2018-01-10,09:00,,Déplacement en République populaire de Chine.,"['Transcription du discours du Président de la République au forum intelligence artificielle', 'Transcription du discours du Président de la République - Réunion du conseil des entreprises franco-chinoises', 'Déclaration conjointe du Président de la République française et du Président de la République populaire de Chine', 'Transcription de la conférence de presse du Président de la République au Grand Palais en Chine']"
2018-01-10,19:00,,"Réunion du Med7 (France, Italie, Grèce, Chypre, Malte, Portugal, Espagne), suivi d’un dîner de travail, Rome","['Déclaration du 4ième SouthEUSummit - Faire progresser l’UE en 2018', ""Déclaration du Président de la République - Sommet des pays du Sud de l'Union européenne #SouthEUSummit""]"
2018-01-11,09:30,,"Entretien avec M. Sergio MATTARELLA, Président de la République italienne. Rome",[]
2018-01-11,11:45,,"Entretien avec M. Paolo GENTILONI, Président du Conseil des ministres de la République italienne, Rome","[""Déclaration conjointe d'Emmanuel Macron et de Paolo Gentiloni à Rome""]"
2018-01-11,16:00,,"Entretien avec M. Mario CENTENO, Président de l’Eurogroupe.",[]
2018-01-11,17:00,,"Entretien avec Mme Agnès BUZYN, ministre des Solidarités et de la Santé.",[]
2018-01-12,08:30,,Entretien avec le Premier ministre.,[]
2018-01-12,09:00,,Conseil restreint de défense.,[]
2018-01-12,10:00,,Conseil des ministres.,['Conseil des ministres du vendredi 12 janvier 2018']
2018-01-12,13:00,,"Déjeuner de travail avec M. Sebastian KURZ, Chancelier de la République d’Autriche, suivi d’une déclaration conjointe.","[""Déclaration conjointe du Président de la République et du Chancelier fédéral d'Autriche""]"
2018-01-12,15:30,,Réception des maitres boulangers pour l’Epiphanie.,"[""Réception des maîtres boulangers pour l'épiphanie""]"
2018-01-15,10:00,,Déplacement à l’occasion de la rentrée solennelle de la Cour de Cassation.,['Rentrée solennelle de la Cour de Cassation.']
2018-01-15,12:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2018-01-15,18:30,,"Réunion ministérielle avec le Premier ministre, M. Gérard COLLOMB, ministre de l’Intérieur et Madame Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",[]
2018-01-15,19:30,,Entretien avec le Premier ministre.,[]
2018-01-16,09:45,,Déplacement à Croisilles et Calais.,['Discours devant les forces de sécurité à Calais']
2018-01-17,08:30,,Entretien avec le Premier ministre.,[]
2018-01-17,09:00,,Conseil restreint de défense.,[]
2018-01-17,10:00,,Conseil des ministres.,[]
2018-01-17,15:00,,"Entretien avec le Général LECOINTRE, Chef d’Etat-Major des Armées.",[]
2018-01-17,16:00,,"Entretien avec M. Jean TODT, Président de la Fédération internationale de l’automobile.",[]
2018-01-18,10:00,,Sommet franco-britannique. Royaume Uni de Grande Bretagne et d’Irlande du Nord ;  Sandhurst – Londres,['Conférence de presse avec Theresa May à Sandhurst pour le 35ᵉ Sommet franco-britannique']
2018-01-19,10:00,,Déplacement dans le Var à l’occasion des Vœux aux Armées. Toulon,['Vœux du Président Emmanuel Macron aux Armées']
2018-01-22,09:30,,Audience de rentrée solennelle de la Cour des comptes.,"[""Discours du Président de la République, EmmanuelMacron, à l'occasion de l'audience solennelle de rentrée 2018 de la Cour des comptes""]"
2018-01-22,11:30,,Déplacement à Valenciennes. (Nord),[]
2018-01-22,17:00,,Participation au Sommet Choose France. (Château de Versailles),[]
2018-01-22,18:00,,"Entretien avec Mme Sheryl SANDBERG, Directrice des opérations de FACEBOOK.",[]
2018-01-22,18:20,,"Entretien avec M. Sundar PICHAI, PDG de GOOGLE.",[]
2018-01-22,18:40,,"Entretien avec M. Vasant NARASIMHAN, PDG de NOVARTIS.",[]
2018-01-22,19:00,,"Entretien avec M. Bill McDERMOTT, PDG de SAP.",[]
2018-01-23,11:00,,"Entretien avec M. Jean-Pierre CHEVENEMENT, Président de la Fondation de l’Islam de France.",[]
2018-01-23,13:00,,"Déjeuner de travail avec M. Serge SARKISSIAN, Président de la République d’Arménie, suivi d’une déclaration conjointe à la presse.","[""Conférence de presse conjointe du Président de la République, Emmanuel Macron et du Président de la République d'Arménie, Serge Sarkissian.""]"
2018-01-23,18:30,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire et Mme Elisabeth BORNE, ministre auprès du ministre de la Transition écologique et solidaire, chargée des transports.",[]
2018-01-23,19:30,,"Entretien avec Mme Audrey AZOULAY, directrice générale de l’UNESCO.",[]
2018-01-24,08:30,,Entretien avec le Premier ministre.,[]
2018-01-24,09:00,,Conseil restreint de défense.,[]
2018-01-24,10:00,,Conseil des ministres.,[]
2018-01-24,17:30,,Discours à l’occasion du World Economic Forum de Davos. (Suisse),['Discours du Président de la République au Forum économique mondial à Davos.']
2018-01-25,09:00,,Déplacement dans le Puy-de-Dôme.,[]
2018-01-26,09:00,,Déplacement dans le Puy-de-Dôme.,[]
2018-01-26,18:30,,"Entretien avec M. Mauricio MACRI, Président de la République d’Argentine, suivi d’une déclaration conjointe à la presse.","[""Déclaration d'Emmanuel Macron lors de la conférence de presse commune avec le Président argentin Mauricio Macri""]"
2018-01-26,20:00,,"Dîner avec M. Mauricio MACRI, Président de la République d’Argentine, son épouse, Mme Juliana AWADA MACRI et Mme Brigitte MACRON. Restaurant Guy SAVOY – Monnaie de Paris",[]
2018-01-29,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2018-01-29,12:00,,"Entretien avec Mme Marlène SCHIAPPA, secrétaire d’Etat chargée de l’Egalité entre les femmes et les hommes.",[]
2018-01-29,13:00,,Déjeuner avec le Premier ministre.,[]
2018-01-29,17:00,,"Entretien avec M. Michel ZINK, nouvel académicien et Mme Hélène CARRERE D’ENCAUSSE, secrétaire perpétuel de l’Académie française.",[]
2018-01-30,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2018-01-30,10:30,,"Entretien avec Mme Annick GIRARDIN, ministre des Outre-Mer.",[]
2018-01-30,11:30,,"Entretien avec M. Daniel GIBBS, Président du Conseil territorial de Saint-Martin.",[]
2018-01-30,13:00,,"Déjeuner avec les Préfets de Région en présence du Premier ministre et de M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2018-01-30,16:30,,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire et Mme Elisabeth BORNE, ministre chargée des transports.",[]
2018-01-30,18:00,,"Vœux aux bureaux des assemblées, au Conseil de Paris, aux corps constitués, aux forces vives et aux héros de 2017.",['Vœux du Président de la République Emmanuel Macron']
2018-01-30,20:30,,Dîner annuel du Conseil de Coordination des organisations Arméniennes de France (CCAF).,"[""Discours d'Emmanuel Macron au Conseil de Coordination des Organisations Arméniennes de France (CCAF)""]"
2018-01-31,08:30,,Entretien avec le Premier ministre.,[]
2018-01-31,09:00,,Conseil restreint de défense.,[]
2018-01-31,10:00,,Conseil des ministres.,['Conseil des ministres du mercredi 31 janvier 2018']
2018-01-31,15:00,,Déplacement en République tunisienne.,"['Déclaration de presse à Tunis du Président de la République, Emmanuel Macron, avec Béji Caïd Essebsi, Président de la République tunisienne.', 'Discours du Président de la République, Emmanuel Macron devant l’Assemblée des représentants du peuple.', ""Discours du Président de la République Emmanuel Macron, à l'occasion de la clôture du forum économique franco-tunisien."", 'Conférence de presse du Président de la République, Emmanuel Macron à Tunis', 'Discours du Président de la République Emmanuel Macron à la communauté française de Tunis, Tunisie']"
2018-02-01,08:00,,Déplacement en République tunisienne.,[]
